images,values,hair,feathers,eggs,milk,airborne,aquatic,predator,toothed,backbone,breathes,venomous,fins,tail,domestic,catsize,legs_0,legs_2,legs_4,legs_5,legs_6,legs_8
00\000000.png,0,1.1338934,-0.5,-1.16316,1.2247449,-0.5580998,-0.7137464,0.9276126,0.7953949,0.4605662,0.5388159,-0.33333334,-0.4404882,-1.6761634,-0.4404882,1.16316,-0.5194625,-0.6158818,1.2572372,-0.11250879,-0.30966178,-0.16012816
00\000001.png,0,1.1338934,-0.5,-1.16316,1.2247449,-0.5580998,-0.7137464,-1.0780363,0.7953949,0.4605662,0.5388159,-0.33333334,-0.4404882,0.59660053,-0.4404882,1.16316,-0.5194625,-0.6158818,1.2572372,-0.11250879,-0.30966178,-0.16012816
03\000002.png,3,-0.8819171,-0.5,0.85972697,-0.8164966,-0.5580998,1.4010578,0.9276126,0.7953949,0.4605662,-1.8559214,-0.33333334,2.2702084,0.59660053,-0.4404882,-0.85972697,1.925067,-0.6158818,-0.7953949,-0.11250879,-0.30966178,-0.16012816
00\000003.png,0,-0.8819171,-0.5,-1.16316,1.2247449,-0.5580998,1.4010578,0.9276126,0.7953949,0.4605662,0.5388159,-0.33333334,2.2702084,0.59660053,-0.4404882,1.16316,1.925067,-0.6158818,-0.7953949,-0.11250879,-0.30966178,-0.16012816
05\000004.png,5,-0.8819171,-0.5,0.85972697,-0.8164966,1.7917942,-0.7137464,-1.0780363,-1.2572372,-2.1712406,0.5388159,-0.33333334,-0.4404882,-1.6761634,-0.4404882,-0.85972697,-0.5194625,-0.6158818,-0.7953949,-0.11250879,3.22933,-0.16012816
00\000005.png,0,1.1338934,-0.5,-1.16316,1.2247449,-0.5580998,-0.7137464,0.9276126,0.7953949,0.4605662,0.5388159,-0.33333334,-0.4404882,0.59660053,-0.4404882,1.16316,-0.5194625,-0.6158818,1.2572372,-0.11250879,-0.30966178,-0.16012816
06\000006.png,6,-0.8819171,-0.5,0.85972697,-0.8164966,-0.5580998,1.4010578,0.9276126,-1.2572372,-2.1712406,-1.8559214,-0.33333334,-0.4404882,-1.6761634,-0.4404882,-0.85972697,-0.5194625,-0.6158818,-0.7953949,-0.11250879,3.22933,-0.16012816
00\000007.png,0,1.1338934,-0.5,-1.16316,1.2247449,-0.5580998,1.4010578,0.9276126,0.7953949,0.4605662,0.5388159,-0.33333334,-0.4404882,0.59660053,-0.4404882,1.16316,-0.5194625,-0.6158818,1.2572372,-0.11250879,-0.30966178,-0.16012816
00\000008.png,0,1.1338934,-0.5,-1.16316,1.2247449,-0.5580998,-0.7137464,0.9276126,0.7953949,0.4605662,0.5388159,-0.33333334,-0.4404882,0.59660053,-0.4404882,1.16316,-0.5194625,-0.6158818,1.2572372,-0.11250879,-0.30966178,-0.16012816
05\000009.png,5,1.1338934,-0.5,0.85972697,-0.8164966,1.7917942,-0.7137464,-1.0780363,-1.2572372,-2.1712406,0.5388159,-0.33333334,-0.4404882,-1.6761634,-0.4404882,-0.85972697,-0.5194625,-0.6158818,-0.7953949,-0.11250879,3.22933,-0.16012816
